exercise_id,lesson_id,question_text,correct_answer
111,111,Translate: Hello,Agua
112,112,Translate: No,Hola
113,113,Translate: I love learning languages,Me encanta aprender idiomas
114,114,Translate: Good morning,¿Cómo estás?
115,115,Translate: No,Por favor
116,116,Translate: Goodbye,No
117,117,Translate: Goodbye,¿Cómo estás?
118,118,Translate: I love learning languages,Buenos días
119,119,Translate: Good morning,Gracias
120,120,Translate: Please,¿Cómo estás?
121,121,Translate: Water,Por favor
122,122,Translate: Water,Agua
123,123,Translate: Good morning,Adiós
124,124,Translate: How are you?,Agua
125,125,Translate: Yes,Me encanta aprender idiomas
126,126,Translate: Yes,Adiós
127,127,Translate: Please,Agua
128,128,Translate: Goodbye,Agua
129,129,Translate: Please,Me encanta aprender idiomas
130,130,Translate: How are you?,Agua
131,131,Translate: Yes,Sí
132,132,Translate: Please,Buenos días
133,133,Translate: Goodbye,Gracias
134,134,Translate: Good morning,Gracias
135,135,Translate: I love learning languages,Gracias
136,136,Translate: Yes,¿Cómo estás?
137,137,Translate: Thank you,Por favor
138,138,Translate: I love learning languages,Sí
139,139,Translate: Hello,Sí
140,140,Translate: Yes,Gracias
141,141,Translate: I love learning languages,No
142,142,Translate: How are you?,Hola
143,143,Translate: Hello,No
144,144,Translate: Good morning,Buenos días
145,145,Translate: I love learning languages,Adiós
146,146,Translate: I love learning languages,Buenos días
147,147,Translate: I love learning languages,Sí
148,148,Translate: I love learning languages,Adiós
149,149,Translate: Goodbye,Buenos días
150,150,Translate: Good morning,Hola
151,151,Translate: No,Me encanta aprender idiomas
152,152,Translate: How are you?,Gracias
153,153,Translate: I love learning languages,¿Cómo estás?
154,154,Translate: Please,Buenos días
155,155,Translate: I love learning languages,Buenos días
156,156,Translate: No,Agua
157,157,Translate: Thank you,Agua
158,158,Translate: Good morning,Adiós
159,159,Translate: Thank you,Hola
160,160,Translate: How are you?,Sí
161,161,Translate: Goodbye,No
162,162,Translate: Hello,Sí
163,163,Translate: Please,No
164,164,Translate: No,Gracias
165,165,Translate: Good morning,¿Cómo estás?
166,166,Translate: How are you?,¿Cómo estás?
167,167,Translate: Thank you,No
168,168,Translate: Hello,Adiós
169,169,Translate: Water,Hola
170,170,Translate: Goodbye,Por favor
171,171,Translate: Goodbye,Me encanta aprender idiomas
172,172,Translate: Thank you,¿Cómo estás?
173,173,Translate: I love learning languages,Gracias
174,174,Translate: I love learning languages,No
175,175,Translate: No,Por favor
176,176,Translate: Yes,Agua
177,177,Translate: Thank you,Sí
178,178,Translate: How are you?,Adiós
179,179,Translate: Thank you,Por favor
180,180,Translate: Thank you,Me encanta aprender idiomas
181,181,Translate: Water,Por favor
182,182,Translate: Yes,Me encanta aprender idiomas
183,183,Translate: Water,Adiós
184,184,Translate: Please,Agua
185,185,Translate: I love learning languages,No
186,186,Translate: No,No
187,187,Translate: I love learning languages,Sí
188,188,Translate: No,¿Cómo estás?
189,189,Translate: I love learning languages,Me encanta aprender idiomas
190,190,Translate: Thank you,Por favor
191,191,Translate: Goodbye,Hola
192,192,Translate: Hello,Me encanta aprender idiomas
193,193,Translate: No,Adiós
194,194,Translate: Water,Agua
195,195,Translate: Water,Agua
196,196,Translate: I love learning languages,No
197,197,Translate: Please,Sí
198,198,Translate: Hello,Me encanta aprender idiomas
199,199,Translate: Hello,Gracias
200,200,Translate: Thank you,Agua
201,201,Translate: Hello,Gracias
202,202,Translate: Hello,Sí
203,203,Translate: Good morning,Por favor
204,204,Translate: Hello,Sí
205,205,Translate: I love learning languages,Hola
206,206,Translate: No,Buenos días
207,207,Translate: Hello,Agua
208,208,Translate: I love learning languages,Sí
209,209,Translate: Water,Adiós
210,210,Translate: Hello,Agua
211,211,Translate: No,Adiós
212,212,Translate: Thank you,Me encanta aprender idiomas
213,213,Translate: Goodbye,Me encanta aprender idiomas
214,214,Translate: Goodbye,Gracias
215,215,Translate: Goodbye,No
216,216,Translate: I love learning languages,Hola
217,217,Translate: Hello,Me encanta aprender idiomas
218,218,Translate: Water,Por favor
219,219,Translate: No,Adiós
220,220,Translate: Water,Me encanta aprender idiomas
221,221,Translate: How are you?,Sí
222,222,Translate: Good morning,Me encanta aprender idiomas
223,223,Translate: Goodbye,Me encanta aprender idiomas
224,224,Translate: Thank you,Buenos días
225,225,Translate: I love learning languages,Por favor
226,226,Translate: I love learning languages,No
227,227,Translate: Yes,Por favor
228,228,Translate: I love learning languages,Adiós
229,229,Translate: Water,Gracias
230,230,Translate: No,No
231,231,Translate: How are you?,No
232,232,Translate: Hello,¿Cómo estás?
233,233,Translate: I love learning languages,No
234,234,Translate: Good morning,Adiós
235,235,Translate: Thank you,Gracias
236,236,Translate: Yes,¿Cómo estás?
237,237,Translate: Please,Me encanta aprender idiomas
238,238,Translate: How are you?,¿Cómo estás?
239,239,Translate: I love learning languages,Agua
240,240,Translate: Please,Por favor
241,241,Translate: Please,No
242,242,Translate: Good morning,¿Cómo estás?
243,243,Translate: How are you?,Sí
244,244,Translate: I love learning languages,No
245,245,Translate: Please,Gracias
246,246,Translate: Hello,Por favor
247,247,Translate: I love learning languages,No
248,248,Translate: No,Agua
249,249,Translate: Thank you,Sí
250,250,Translate: Water,Gracias
251,251,Translate: No,Adiós
252,252,Translate: Thank you,No
253,253,Translate: Goodbye,Buenos días
254,254,Translate: Thank you,Hola
255,255,Translate: Please,No
256,256,Translate: I love learning languages,Hola
257,257,Translate: Water,Gracias
258,258,Translate: How are you?,Me encanta aprender idiomas
259,259,Translate: How are you?,Me encanta aprender idiomas
260,260,Translate: How are you?,Adiós
261,261,Translate: How are you?,No
262,262,Translate: How are you?,Sí
263,263,Translate: No,Sí
264,264,Translate: I love learning languages,Me encanta aprender idiomas
265,265,Translate: Thank you,Sí
266,266,Translate: Thank you,Buenos días
267,267,Translate: Water,Gracias
268,268,Translate: I love learning languages,No
269,269,Translate: Yes,¿Cómo estás?
270,270,Translate: Good morning,Por favor
271,271,Translate: Water,Por favor
272,272,Translate: I love learning languages,Agua
273,273,Translate: No,Agua
274,274,Translate: I love learning languages,Agua
275,275,Translate: Thank you,Buenos días
276,276,Translate: No,Agua
277,277,Translate: Good morning,Buenos días
278,278,Translate: Thank you,Buenos días
279,279,Translate: I love learning languages,Por favor
280,280,Translate: Water,Me encanta aprender idiomas
281,281,Translate: Hello,Me encanta aprender idiomas
282,282,Translate: No,Agua
283,283,Translate: Thank you,Buenos días
284,284,Translate: How are you?,Me encanta aprender idiomas
285,285,Translate: Thank you,Me encanta aprender idiomas
286,286,Translate: Please,Por favor
287,287,Translate: Goodbye,Gracias
288,288,Translate: No,¿Cómo estás?
289,289,Translate: Good morning,Por favor
290,290,Translate: Yes,No
291,291,Translate: How are you?,Hola
292,292,Translate: I love learning languages,No
293,293,Translate: I love learning languages,Me encanta aprender idiomas
294,294,Translate: Thank you,Buenos días
295,295,Translate: Goodbye,Adiós
296,296,Translate: Yes,Por favor
297,297,Translate: No,Adiós
298,298,Translate: Yes,No
299,299,Translate: Hello,Por favor
300,300,Translate: Goodbye,¿Cómo estás?
301,301,Translate: Yes,Me encanta aprender idiomas
302,302,Translate: Good morning,Me encanta aprender idiomas
303,303,Translate: Water,Adiós
304,304,Translate: I love learning languages,Adiós
305,305,Translate: No,Buenos días
306,306,Translate: Goodbye,Me encanta aprender idiomas
307,307,Translate: I love learning languages,Me encanta aprender idiomas
308,308,Translate: Goodbye,Hola
309,309,Translate: No,Hola
310,310,Translate: Goodbye,Me encanta aprender idiomas
311,311,Translate: Good morning,Gracias
312,312,Translate: Water,Agua
313,313,Translate: Water,Agua
314,314,Translate: How are you?,Me encanta aprender idiomas
315,315,Translate: I love learning languages,Sí
316,316,Translate: No,Buenos días
317,317,Translate: No,Hola
318,318,Translate: Thank you,Me encanta aprender idiomas
319,319,Translate: How are you?,¿Cómo estás?
320,320,Translate: Yes,Gracias
321,321,Translate: Goodbye,¿Cómo estás?
322,322,Translate: Water,Gracias
323,323,Translate: Thank you,Gracias
324,324,Translate: Goodbye,Buenos días
325,325,Translate: Thank you,No
326,326,Translate: I love learning languages,Agua
327,327,Translate: Yes,Sí
328,328,Translate: Water,Sí
329,329,Translate: Yes,¿Cómo estás?
330,330,Translate: Water,Me encanta aprender idiomas
331,331,Translate: Thank you,No
332,332,Translate: No,Me encanta aprender idiomas
333,333,Translate: No,Adiós
334,334,Translate: No,Sí
335,335,Translate: Hello,Me encanta aprender idiomas
336,336,Translate: Good morning,Por favor
337,337,Translate: Good morning,¿Cómo estás?
338,338,Translate: Goodbye,Adiós
339,339,Translate: Yes,¿Cómo estás?
340,340,Translate: Good morning,Me encanta aprender idiomas
341,341,Translate: Good morning,Agua
342,342,Translate: Hello,Agua
343,343,Translate: No,Agua
344,344,Translate: Goodbye,Me encanta aprender idiomas
345,345,Translate: Please,Por favor
346,346,Translate: Thank you,Adiós
347,347,Translate: I love learning languages,Por favor
348,348,Translate: I love learning languages,Adiós
349,349,Translate: No,No
350,350,Translate: How are you?,Gracias
351,351,Translate: Goodbye,¿Cómo estás?
352,352,Translate: I love learning languages,Me encanta aprender idiomas
353,353,Translate: No,Agua
354,354,Translate: Please,Buenos días
355,355,Translate: Goodbye,Buenos días
356,356,Translate: Goodbye,Por favor
357,357,Translate: I love learning languages,Adiós
358,358,Translate: How are you?,No
359,359,Translate: Thank you,Me encanta aprender idiomas
360,360,Translate: Water,¿Cómo estás?
361,361,Translate: I love learning languages,Por favor
362,362,Translate: I love learning languages,Sí
363,363,Translate: Hello,Sí
364,364,Translate: Please,Por favor
365,365,Translate: How are you?,Por favor
366,366,Translate: How are you?,Sí
367,367,Translate: I love learning languages,Gracias
368,368,Translate: Good morning,Por favor
369,369,Translate: Hello,Gracias
370,370,Translate: Goodbye,Adiós
371,371,Translate: Thank you,No
372,372,Translate: Good morning,¿Cómo estás?
373,373,Translate: No,Sí
374,374,Translate: Yes,¿Cómo estás?
375,375,Translate: Good morning,¿Cómo estás?
376,376,Translate: Please,Hola
377,377,Translate: Good morning,Me encanta aprender idiomas
378,378,Translate: I love learning languages,Gracias
379,379,Translate: Goodbye,Adiós
380,380,Translate: No,Adiós
381,381,Translate: Thank you,Me encanta aprender idiomas
382,382,Translate: Please,Adiós
383,383,Translate: Yes,¿Cómo estás?
384,384,Translate: How are you?,Adiós
385,385,Translate: How are you?,Agua
386,386,Translate: How are you?,Adiós
387,387,Translate: Water,Adiós
388,388,Translate: I love learning languages,¿Cómo estás?
389,389,Translate: Good morning,No
390,390,Translate: I love learning languages,¿Cómo estás?
391,391,Translate: Thank you,No
392,392,Translate: Water,Adiós
393,393,Translate: I love learning languages,Buenos días
394,394,Translate: Good morning,Gracias
395,395,Translate: Thank you,Buenos días
396,396,Translate: Water,¿Cómo estás?
397,397,Translate: How are you?,Adiós
398,398,Translate: No,Por favor
399,399,Translate: How are you?,Gracias
400,400,Translate: I love learning languages,Buenos días
401,401,Translate: Thank you,Me encanta aprender idiomas
402,402,Translate: I love learning languages,Por favor
403,403,Translate: Water,Hola
404,404,Translate: Goodbye,Me encanta aprender idiomas
405,405,Translate: Hello,Por favor
406,406,Translate: Yes,Me encanta aprender idiomas
407,407,Translate: Please,Me encanta aprender idiomas
408,408,Translate: Goodbye,Buenos días
409,409,Translate: Thank you,Sí
410,410,Translate: Good morning,Gracias
411,411,Translate: I love learning languages,Hola
412,412,Translate: Thank you,¿Cómo estás?
413,413,Translate: Hello,Gracias
414,414,Translate: Hello,Sí
415,415,Translate: Hello,Gracias
416,416,Translate: I love learning languages,¿Cómo estás?
417,417,Translate: Please,Buenos días
418,418,Translate: Goodbye,Adiós
419,419,Translate: I love learning languages,Buenos días
420,420,Translate: Hello,¿Cómo estás?
421,421,Translate: Please,Buenos días
422,422,Translate: Water,Sí
423,423,Translate: Water,Adiós
424,424,Translate: Yes,Por favor
425,425,Translate: Thank you,Me encanta aprender idiomas
426,426,Translate: Please,Agua
427,427,Translate: Water,No
428,428,Translate: I love learning languages,Adiós
429,429,Translate: Good morning,Por favor
430,430,Translate: Yes,Agua
431,431,Translate: How are you?,Adiós
432,432,Translate: Please,Adiós
433,433,Translate: Water,Por favor
434,434,Translate: I love learning languages,Gracias
435,435,Translate: I love learning languages,¿Cómo estás?
436,436,Translate: Please,Me encanta aprender idiomas
437,437,Translate: I love learning languages,Gracias
438,438,Translate: Yes,Sí
439,439,Translate: I love learning languages,Adiós
440,440,Translate: Good morning,Me encanta aprender idiomas
441,441,Translate: Please,No
442,442,Translate: Goodbye,Buenos días
443,443,Translate: Goodbye,Me encanta aprender idiomas
444,444,Translate: I love learning languages,¿Cómo estás?
445,445,Translate: I love learning languages,¿Cómo estás?
446,446,Translate: Good morning,Buenos días
447,447,Translate: Water,No
448,448,Translate: Please,Gracias
449,449,Translate: I love learning languages,Por favor
450,450,Translate: No,Me encanta aprender idiomas
451,451,Translate: Yes,Por favor
452,452,Translate: Water,Buenos días
453,453,Translate: Water,Adiós
454,454,Translate: No,Gracias
455,455,Translate: I love learning languages,Agua
456,456,Translate: I love learning languages,Gracias
457,457,Translate: Please,Sí
458,458,Translate: Yes,Por favor
459,459,Translate: Thank you,Me encanta aprender idiomas
460,460,Translate: How are you?,No
461,461,Translate: No,Sí
462,462,Translate: Good morning,Agua
463,463,Translate: Thank you,Agua
464,464,Translate: Yes,Hola
465,465,Translate: Please,Por favor
466,466,Translate: Yes,Hola
467,467,Translate: No,No
468,468,Translate: I love learning languages,¿Cómo estás?
469,469,Translate: Yes,¿Cómo estás?
470,470,Translate: No,Gracias
471,471,Translate: Thank you,No
472,472,Translate: I love learning languages,Hola
473,473,Translate: Please,Sí
474,474,Translate: Yes,Agua
475,475,Translate: Water,Me encanta aprender idiomas
476,476,Translate: Thank you,Buenos días
477,477,Translate: Goodbye,Adiós
478,478,Translate: Please,Hola
479,479,Translate: I love learning languages,¿Cómo estás?
480,480,Translate: Hello,No
481,481,Translate: Good morning,¿Cómo estás?
482,482,Translate: I love learning languages,No
483,483,Translate: Hello,Buenos días
484,484,Translate: Water,Gracias
485,485,Translate: How are you?,¿Cómo estás?
486,486,Translate: Yes,Por favor
487,487,Translate: Yes,¿Cómo estás?
488,488,Translate: Good morning,Sí
489,489,Translate: I love learning languages,¿Cómo estás?
490,490,Translate: Thank you,Adiós
491,491,Translate: How are you?,Buenos días
492,492,Translate: I love learning languages,Buenos días
493,493,Translate: How are you?,Buenos días
494,494,Translate: Goodbye,Me encanta aprender idiomas
495,495,Translate: Thank you,Me encanta aprender idiomas
496,496,Translate: Yes,Gracias
497,497,Translate: Water,Me encanta aprender idiomas
498,498,Translate: I love learning languages,Por favor
499,499,Translate: Please,Gracias
500,500,Translate: Goodbye,Sí
501,501,Translate: Please,Me encanta aprender idiomas
502,502,Translate: Yes,Agua
503,503,Translate: How are you?,Gracias
504,504,Translate: Yes,No
505,505,Translate: How are you?,Hola
506,506,Translate: Thank you,Gracias
507,507,Translate: Thank you,Agua
508,508,Translate: Goodbye,Me encanta aprender idiomas
509,509,Translate: Thank you,Por favor
510,510,Translate: I love learning languages,Buenos días
511,511,Translate: Yes,Me encanta aprender idiomas
512,512,Translate: Water,Gracias
513,513,Translate: Please,Hola
514,514,Translate: Please,No
515,515,Translate: Goodbye,Sí
516,516,Translate: How are you?,Por favor
517,517,Translate: Thank you,Adiós
518,518,Translate: Hello,Por favor
519,519,Translate: Yes,¿Cómo estás?
520,520,Translate: No,Sí
521,521,Translate: Water,Gracias
522,522,Translate: Water,Adiós
523,523,Translate: I love learning languages,Buenos días
524,524,Translate: Please,Gracias
525,525,Translate: Yes,Agua
526,526,Translate: Please,Me encanta aprender idiomas
527,527,Translate: I love learning languages,Me encanta aprender idiomas
528,528,Translate: Water,No
529,529,Translate: How are you?,Gracias
530,530,Translate: Yes,¿Cómo estás?
531,531,Translate: I love learning languages,No
532,532,Translate: How are you?,Agua
533,1,Translate: Water,Sí
534,2,Translate: Please,Adiós
535,3,Translate: How are you?,Me encanta aprender idiomas
536,4,Translate: How are you?,Gracias
537,5,Translate: Please,Buenos días
538,6,Translate: Hello,Adiós
539,7,Translate: Hello,Sí
540,8,Translate: Yes,Adiós
541,9,Translate: No,Sí
542,10,Translate: Water,Me encanta aprender idiomas
543,11,Translate: Good morning,Adiós
544,12,Translate: Please,No
545,13,Translate: Water,Buenos días
546,14,Translate: How are you?,¿Cómo estás?
547,15,Translate: Goodbye,Hola
548,16,Translate: Good morning,No
549,17,Translate: Please,No
550,18,Translate: Goodbye,Por favor
551,19,Translate: Thank you,Gracias
552,20,Translate: Goodbye,Adiós
553,21,Translate: Good morning,Gracias
554,22,Translate: Yes,Sí
555,23,Translate: I love learning languages,Agua
556,24,Translate: Good morning,¿Cómo estás?
557,25,Translate: Thank you,Buenos días
558,26,Translate: Thank you,Por favor
559,27,Translate: I love learning languages,Me encanta aprender idiomas
560,28,Translate: Good morning,¿Cómo estás?
561,29,Translate: Thank you,Buenos días
562,30,Translate: Thank you,Gracias
563,31,Translate: No,Me encanta aprender idiomas
564,32,Translate: I love learning languages,Por favor
565,33,Translate: Please,¿Cómo estás?
566,34,Translate: Water,Buenos días
567,35,Translate: Yes,No
568,36,Translate: Good morning,Me encanta aprender idiomas
569,37,Translate: I love learning languages,Agua
570,38,Translate: Please,No
571,39,Translate: Hello,Agua
572,40,Translate: Water,No
573,41,Translate: I love learning languages,Sí
574,42,Translate: How are you?,Gracias
575,43,Translate: Yes,Sí
576,44,Translate: How are you?,Por favor
577,45,Translate: Please,No
578,46,Translate: How are you?,Agua
579,47,Translate: Good morning,Adiós
580,48,Translate: Goodbye,Adiós
581,49,Translate: Hello,Sí
582,50,Translate: Water,¿Cómo estás?
583,51,Translate: I love learning languages,Agua
584,52,Translate: Please,¿Cómo estás?
585,53,Translate: Yes,Gracias
586,54,Translate: Thank you,Por favor
587,55,Translate: No,Adiós
588,56,Translate: Good morning,No
589,57,Translate: No,No
590,58,Translate: Goodbye,Agua
591,59,Translate: I love learning languages,Gracias
592,60,Translate: Water,¿Cómo estás?
593,61,Translate: Hello,Por favor
594,62,Translate: No,¿Cómo estás?
595,63,Translate: Goodbye,Agua
596,64,Translate: Good morning,Gracias
597,65,Translate: Thank you,Agua
598,66,Translate: Please,Buenos días
599,67,Translate: No,Buenos días
600,68,Translate: I love learning languages,Agua
601,69,Translate: Thank you,¿Cómo estás?
602,70,Translate: Good morning,¿Cómo estás?
603,71,Translate: Good morning,Me encanta aprender idiomas
604,72,Translate: Good morning,Sí
605,73,Translate: No,Adiós
606,74,Translate: How are you?,Adiós
607,75,Translate: Yes,Me encanta aprender idiomas
608,76,Translate: Water,Sí
609,77,Translate: How are you?,Por favor
610,78,Translate: Please,Buenos días
611,79,Translate: Goodbye,Sí
612,80,Translate: How are you?,Me encanta aprender idiomas
613,81,Translate: How are you?,Sí
614,82,Translate: I love learning languages,Me encanta aprender idiomas
615,83,Translate: How are you?,Buenos días
616,84,Translate: Water,Buenos días
617,85,Translate: I love learning languages,Adiós
618,86,Translate: No,Hola
619,87,Translate: Hello,Sí
620,88,Translate: Please,Adiós
621,89,Translate: Please,Me encanta aprender idiomas
622,90,Translate: Good morning,Adiós
623,91,Translate: Thank you,Sí
624,92,Translate: Please,No
625,93,Translate: I love learning languages,Por favor
626,94,Translate: Thank you,No
627,95,Translate: Water,Por favor
628,96,Translate: I love learning languages,Gracias
629,97,Translate: No,Me encanta aprender idiomas
630,98,Translate: How are you?,Adiós
631,99,Translate: Yes,Adiós
632,100,Translate: Good morning,Me encanta aprender idiomas
633,101,Translate: Water,Sí
634,102,Translate: Thank you,¿Cómo estás?
635,103,Translate: Thank you,¿Cómo estás?
636,104,Translate: Please,¿Cómo estás?
637,105,Translate: No,Adiós
638,106,Translate: Water,Me encanta aprender idiomas
639,107,Translate: I love learning languages,Gracias
640,108,Translate: Water,Por favor
641,109,Translate: I love learning languages,Sí
642,110,Translate: Please,Me encanta aprender idiomas
643,111,Translate: Thank you,No
644,112,Translate: Water,Me encanta aprender idiomas
645,113,Translate: Goodbye,Me encanta aprender idiomas
646,114,Translate: How are you?,Sí
647,115,Translate: No,Por favor
648,116,Translate: Yes,Adiós
649,117,Translate: Yes,Por favor
650,118,Translate: I love learning languages,Por favor
651,119,Translate: Good morning,Agua
652,120,Translate: Water,Agua
653,121,Translate: Good morning,Hola
654,122,Translate: No,¿Cómo estás?
655,123,Translate: No,Buenos días
656,124,Translate: I love learning languages,Sí
657,125,Translate: Yes,Hola
658,126,Translate: Thank you,Me encanta aprender idiomas
659,127,Translate: I love learning languages,Por favor
660,128,Translate: Goodbye,Gracias
661,129,Translate: How are you?,Gracias
662,130,Translate: I love learning languages,Por favor
663,131,Translate: Please,Adiós
664,132,Translate: Good morning,Por favor
665,133,Translate: Yes,Buenos días
666,134,Translate: Yes,Gracias
667,135,Translate: Hello,Buenos días
668,136,Translate: Water,Gracias
669,137,Translate: How are you?,Adiós
670,138,Translate: Thank you,Gracias
671,139,Translate: Hello,Me encanta aprender idiomas
672,140,Translate: Thank you,No
673,141,Translate: Thank you,Me encanta aprender idiomas
674,142,Translate: I love learning languages,Adiós
675,143,Translate: No,Adiós
676,144,Translate: Good morning,Buenos días
677,145,Translate: Thank you,Gracias
678,146,Translate: Hello,Buenos días
679,147,Translate: Yes,Gracias
680,148,Translate: No,¿Cómo estás?
681,149,Translate: How are you?,Agua
682,150,Translate: Please,No
683,151,Translate: Water,Sí
684,152,Translate: Goodbye,Adiós
685,153,Translate: Goodbye,Agua
686,154,Translate: Please,¿Cómo estás?
687,155,Translate: Please,Adiós
688,156,Translate: Water,Agua
689,157,Translate: Water,Hola
690,158,Translate: Goodbye,Gracias
691,159,Translate: I love learning languages,Por favor
692,160,Translate: Yes,Agua
693,161,Translate: I love learning languages,No
694,162,Translate: Thank you,Por favor
695,163,Translate: No,Agua
696,164,Translate: Water,Me encanta aprender idiomas
697,165,Translate: Water,Agua
698,166,Translate: Good morning,Buenos días
699,167,Translate: Good morning,Gracias
700,168,Translate: Please,Gracias
701,169,Translate: How are you?,Adiós
702,170,Translate: No,Me encanta aprender idiomas
703,171,Translate: How are you?,Adiós
704,172,Translate: Good morning,No
705,173,Translate: Water,Hola
706,174,Translate: Water,¿Cómo estás?
707,175,Translate: Yes,Me encanta aprender idiomas
708,176,Translate: I love learning languages,Me encanta aprender idiomas
709,177,Translate: I love learning languages,Sí
710,178,Translate: No,Hola
711,179,Translate: Good morning,Gracias
712,180,Translate: Thank you,Agua
713,181,Translate: Please,¿Cómo estás?
714,182,Translate: No,Agua
715,183,Translate: I love learning languages,Buenos días
716,184,Translate: Water,Sí
717,185,Translate: How are you?,Agua
718,186,Translate: Hello,Por favor
719,187,Translate: Water,Por favor
720,188,Translate: Goodbye,Sí
721,189,Translate: Yes,¿Cómo estás?
722,190,Translate: How are you?,Me encanta aprender idiomas
723,191,Translate: Goodbye,Agua
724,192,Translate: Water,No
725,193,Translate: Please,Buenos días
726,194,Translate: Please,Agua
727,195,Translate: Goodbye,Buenos días
728,196,Translate: How are you?,Adiós
729,197,Translate: Hello,Sí
730,198,Translate: No,Me encanta aprender idiomas
731,199,Translate: How are you?,Buenos días
732,200,Translate: Thank you,Hola
733,201,Translate: Thank you,¿Cómo estás?
734,202,Translate: No,¿Cómo estás?
735,203,Translate: No,Me encanta aprender idiomas
736,204,Translate: Please,Me encanta aprender idiomas
737,205,Translate: Please,Me encanta aprender idiomas
738,206,Translate: Thank you,Gracias
739,207,Translate: Please,¿Cómo estás?
740,208,Translate: Hello,Por favor
741,209,Translate: Thank you,Por favor
742,210,Translate: Yes,Por favor
743,211,Translate: Good morning,Sí
